Gene	ensembl_id
MYO3A	ENSG00000095777
DFNB31	ENSG00000095397
ESRRB	ENSG00000119715
HGF	ENSG00000019991
ILDR1	ENSG00000145103
CIB2	ENSG00000136425
MARVELD2	ENSG00000152939
DFNB59	ENSG00000204311
TMIE	ENSG00000181585
LHFPL5	ENSG00000197753
OTOF	ENSG00000115155
FGF3	ENSG00000186895
POU3F4	ENSG00000196767
SMPX	ENSG00000091482
ITM2B	ENSG00000136156
CHMP2B	ENSG00000083937
SNCB	ENSG00000074317
OCRL	ENSG00000122126
CLCN5	ENSG00000171365
ATN1	ENSG00000111676
WT1	ENSG00000184937
CANT1	ENSG00000171302
DHCR24	ENSG00000116133
AVPR2	ENSG00000126895
AVP	ENSG00000101200
PAX4	ENSG00000106331
PTF1A	ENSG00000168267
RPS19	ENSG00000105372
RPS24	ENSG00000138326
RPS17	ENSG00000182774
RPL35A	ENSG00000182899
RPL11	ENSG00000142676
RPS7	ENSG00000171863
RPS10	ENSG00000124614
NEUROG3	ENSG00000122859
DPYS	ENSG00000147647
DBH	ENSG00000123454
KRT5	ENSG00000186081
SALL4	ENSG00000101115
ABCC2	ENSG00000023839
DMD	ENSG00000198947
IKBKAP	ENSG00000070061
NOP10	ENSG00000182117
DKC1	ENSG00000130826
HSPG2	ENSG00000142798
SGCE	ENSG00000127990
ATP1A3	ENSG00000105409
TAF1	ENSG00000147133
PRKRA	ENSG00000180228
SLC2A1	ENSG00000117394
COL7A1	ENSG00000114270
EDA	ENSG00000158813
EDAR	ENSG00000135960
NFKBIA	ENSG00000100906
PKP1	ENSG00000081277
B4GALT7	ENSG00000027847
COL5A2	ENSG00000204262
COL3A1	ENSG00000168542
ADAMTS2	ENSG00000087116
EVC2	ENSG00000173040
SERPINI1	ENSG00000163536
ICK	ENSG00000112144
MLH3	ENSG00000119684
MSH6	ENSG00000116062
COLQ	ENSG00000206561
NR2E3	ENSG00000278570
NRAS	ENSG00000213281
TMC6	ENSG00000141524
TMC8	ENSG00000167895
COL17A1	ENSG00000065618
ITGB4	ENSG00000132470
KRT1	ENSG00000167768
KRT10	ENSG00000186395
KRT9	ENSG00000171403
CHRNA2	ENSG00000120903
CSTB	ENSG00000160213
PRICKLE1	ENSG00000139174
NHLRC1	ENSG00000187566
SYN1	ENSG00000008056
ARX	ENSG00000004848
SLC25A22	ENSG00000177542
STXBP1	ENSG00000136854
COMP	ENSG00000105664
MATN3	ENSG00000132031
CACNA1A	ENSG00000141837
CACNB4	ENSG00000182389
KCNA1	ENSG00000111262
EGLN1	ENSG00000135766
GJB4	ENSG00000189433
DLEC1	ENSG00000008226
TGFBR2	ENSG00000163513
DCC	ENSG00000187323
DEC1	ENSG00000173077
ETHE1	ENSG00000105755
COX4I2	ENSG00000131055
TSPAN12	ENSG00000106025
GLA	ENSG00000102393
NLRP12	ENSG00000142405
MEFV	ENSG00000103313
FANCB	ENSG00000181544
SMCHD1	ENSG00000101596
MYCN	ENSG00000134323
GNRHR	ENSG00000109163
ACVR1	ENSG00000115170
PORCN	ENSG00000102312
SLC46A1	ENSG00000076351
FMR1	ENSG00000102081
FREM2	ENSG00000150893
GRIP1	ENSG00000155974
FBP1	ENSG00000165140
ALDOB	ENSG00000136872
FUCA1	ENSG00000179163
RDH5	ENSG00000135437
ABAT	ENSG00000183044
GALT	ENSG00000213930
CTSA	ENSG00000064601
KLF6	ENSG00000067082
SDHC	ENSG00000143252
ROBO3	ENSG00000154134
GORAB	ENSG00000120370
TBXAS1	ENSG00000059377
GP1BB	ENSG00000203618
SLC12A3	ENSG00000070915
NTF4	ENSG00000225950
MYOC	ENSG00000034971
CYP1B1	ENSG00000138061
FN1	ENSG00000115414
INF2	ENSG00000203485
MRAP	ENSG00000170262
SLC5A1	ENSG00000100170
FTCD	ENSG00000160282
GLUL	ENSG00000135821
ETFA	ENSG00000140374
ETFB	ENSG00000105379
GK	ENSG00000198814
GLDC	ENSG00000178445
GYS1	ENSG00000104812
G6PC	ENSG00000131482
GAA	ENSG00000171298
AGL	ENSG00000162688
GBE1	ENSG00000114480
PFKM	ENSG00000152556
PGAM2	ENSG00000164708
ALDOA	ENSG00000149925
ENO3	ENSG00000108515
GYS2	ENSG00000111713
PIGM	ENSG00000143315
KIAA1279	ENSG00000198954
GHRHR	ENSG00000106128
HOXA13	ENSG00000106031
ASCL1	ENSG00000139352
CTSC	ENSG00000109861
CPOX	ENSG00000080819
PANK2	ENSG00000125779
FLT4	ENSG00000037280
HFE2	ENSG00000168509
HAMP	ENSG00000105697
SLC40A1	ENSG00000138449
AK1	ENSG00000106992
GCLC	ENSG00000001084
PRF1	ENSG00000180644
STX11	ENSG00000135604
F8	ENSG00000185010
CCBE1	ENSG00000183287
PDGFRL	ENSG00000104213
MET	ENSG00000105976
HPS1	ENSG00000107521
AP3B1	ENSG00000132842
ZIC3	ENSG00000156925
CREB1	ENSG00000118260
SLC29A3	ENSG00000198246
HMGCL	ENSG00000117305
HMGCS2	ENSG00000134240
HLCS	ENSG00000159267
SIX3	ENSG00000138083
SHH	ENSG00000164690
TGIF1	ENSG00000177426
ZIC2	ENSG00000043355
NLRP7	ENSG00000167634
CCDC88C	ENSG00000015133
BAAT	ENSG00000136881
EPHX1	ENSG00000143819
TJP2	ENSG00000119139
LDLRAP1	ENSG00000157978
GLRA1	ENSG00000145888
FTL	ENSG00000087086
GLUD1	ENSG00000148672
SCN4A	ENSG00000007314
KRIT1	ENSG00000001631
AASS	ENSG00000008311
AGXT	ENSG00000172482
GRHPR	ENSG00000137106
PTS	ENSG00000150787
ALDH4A1	ENSG00000159423
NR3C2	ENSG00000151623
AP2S1	ENSG00000042753
GNA11	ENSG00000088256
FXYD2	ENSG00000137731
CLDN19	ENSG00000164007
SLC25A12	ENSG00000115840
TBCE	ENSG00000116957
PTH	ENSG00000152266
GCM2	ENSG00000124827
ALPL	ENSG00000162551
SLC34A3	ENSG00000198569
DMP1	ENSG00000152592
FGF23	ENSG00000118972
PHEX	ENSG00000102174
B2M	ENSG00000166710
MAMLD1	ENSG00000013619
TSHB	ENSG00000134200
SOX18	ENSG00000203883
DSC3	ENSG00000134762
APCDD1	ENSG00000154856
KRT2	ENSG00000172867
SLC27A4	ENSG00000167114
ST14	ENSG00000149418
ALOX12B	ENSG00000179477
ALOXE3	ENSG00000179148
CYP4F22	ENSG00000171954
CLDN1	ENSG00000163347
STS	ENSG00000101846
MBTPS2	ENSG00000012174
SLC36A2	ENSG00000186335
ORAI1	ENSG00000276045
STIM1	ENSG00000167323
LAMTOR2	ENSG00000116586
CD81	ENSG00000110651
FOXP3	ENSG00000049768
MYH2	ENSG00000125414
GNE	ENSG00000159921
NTRK1	ENSG00000198400
GIF	ENSG00000134812
IRAK4	ENSG00000198001
ACAD8	ENSG00000151498
TIMM8A	ENSG00000126953
OFD1	ENSG00000046651
KIF7	ENSG00000166813
NPHP1	ENSG00000144061
ARL13B	ENSG00000169379
SRD5A3	ENSG00000128039
AAGAB	ENSG00000103591
SAT1	ENSG00000130066
POMP	ENSG00000132963
DSG1	ENSG00000134760
MGP	ENSG00000111341
GDF6	ENSG00000156466
MEOX1	ENSG00000005102
COL18A1	ENSG00000182871
SHOX	ENSG00000185960
SC5D	ENSG00000109929
RD3	ENSG00000198570
RDH12	ENSG00000139988
RPE65	ENSG00000116745
LCA5	ENSG00000135338
LDB3	ENSG00000122367
COX15	ENSG00000014919
NDUFA12	ENSG00000184752
NDUFA2	ENSG00000131495
NDUFA9	ENSG00000139180
NDUFS8	ENSG00000110717
NDUFAF6	ENSG00000156170
NDUFA10	ENSG00000130414
NDUFAF2	ENSG00000164182
PDHA1	ENSG00000131828
HPRT1	ENSG00000165704
PIP5K1C	ENSG00000186111
NF1	ENSG00000196712
GATA1	ENSG00000102145
FERMT3	ENSG00000149781
GJC2	ENSG00000198835
FAM126A	ENSG00000122591
DARS2	ENSG00000117593
LMF1	ENSG00000103227
RELN	ENSG00000189056
TUBA1A	ENSG00000167552
SCN4B	ENSG00000177098
AKAP9	ENSG00000127914
MED12	ENSG00000184634
TSC2	ENSG00000103197
FOXC2	ENSG00000176692
SH2D1A	ENSG00000183918
SLC7A7	ENSG00000155465
RIN2	ENSG00000132669
LPIN2	ENSG00000101577
MLYCD	ENSG00000103150
ZMPSTE24	ENSG00000084073
BCKDHB	ENSG00000083123
DBT	ENSG00000137992
SIL1	ENSG00000120725
RAB3GAP2	ENSG00000118873
KLF11	ENSG00000172059
CEL	ENSG00000170835
NPHP3	ENSG00000113971
AP1S1	ENSG00000106367
KRT12	ENSG00000187242
KRT3	ENSG00000186442
MLC1	ENSG00000100427
CHRDL1	ENSG00000101938
CDC6	ENSG00000094804
MN1	ENSG00000169184
ATP7A	ENSG00000165240
CASK	ENSG00000147044
PHF8	ENSG00000172943
ST3GAL3	ENSG00000126091
CRBN	ENSG00000113851
CC2D1A	ENSG00000132024
NSUN2	ENSG00000037474
GRIK2	ENSG00000164418
IQSEC2	ENSG00000124313
HCFC1	ENSG00000172534
PAK3	ENSG00000077264
ZNF81	ENSG00000197779
ARHGEF6	ENSG00000129675
TSPAN7	ENSG00000156298
ACSL4	ENSG00000068366
RAB39B	ENSG00000155961
FTSJ1	ENSG00000068438
ZDHHC15	ENSG00000102383
BRWD3	ENSG00000165288
GRIA3	ENSG00000125675
MAGT1	ENSG00000102158
FGD1	ENSG00000102302
SLC9A6	ENSG00000198689
HUWE1	ENSG00000086758
SMS	ENSG00000102172
UPF3B	ENSG00000125351
KDM5C	ENSG00000126012
OPHN1	ENSG00000079482
ATP6AP2	ENSG00000182220
SOX3	ENSG00000134595
ARSA	ENSG00000100299
CYB5R3	ENSG00000100243
CYB5A	ENSG00000166347
MAT1A	ENSG00000151224
LMBRD1	ENSG00000168216
MMADHC	ENSG00000168288
MCEE	ENSG00000124370
PCNT	ENSG00000160299
SLC25A19	ENSG00000125454
VSX2	ENSG00000119614
RAX	ENSG00000134438
BCOR	ENSG00000183337
HCCS	ENSG00000004961
HOXA2	ENSG00000105996
MYO5B	ENSG00000167306
NDUFAF5	ENSG00000101247
NDUFA11	ENSG00000174886
NDUFAF1	ENSG00000137806
NDUFAF4	ENSG00000123545
NDUFS1	ENSG00000023228
NDUFS2	ENSG00000158864
NDUFV2	ENSG00000178127
NUBPL	ENSG00000151413
NDUFA1	ENSG00000125356
SDHAF1	ENSG00000205138
SLC25A3	ENSG00000075415
ANO5	ENSG00000171714
MOCS1	ENSG00000124615
MOCS2	ENSG00000164172
GPHN	ENSG00000171723
KRT81	ENSG00000205426
KRT83	ENSG00000170523
KRT86	ENSG00000170442
ZEB2	ENSG00000169554
GNPTG	ENSG00000090581
IDS	ENSG00000010404
ARSB	ENSG00000113273
TRIM37	ENSG00000108395
FGF9	ENSG00000102678
PHKA1	ENSG00000067177
POMGNT1	ENSG00000085998
ITGA7	ENSG00000135424
MYOT	ENSG00000120729
DNAJB6	ENSG00000105993
CAPN3	ENSG00000092529
SGCG	ENSG00000102683
SGCB	ENSG00000163069
AGRN	ENSG00000188157
CHAT	ENSG00000070748
CHRNA1	ENSG00000138435
CHRND	ENSG00000135902
CHRNE	ENSG00000108556
CHRNB1	ENSG00000170175
MPL	ENSG00000117400
PDGFRB	ENSG00000113721
LPIN1	ENSG00000134324
ISCU	ENSG00000136003
CNTN1	ENSG00000018236
YARS2	ENSG00000139131
GFER	ENSG00000127554
CRYAB	ENSG00000109846
FLNC	ENSG00000128591
FHL1	ENSG00000022267
CNBP	ENSG00000169714
DDIT3	ENSG00000175197
NAGS	ENSG00000161653
LMX1B	ENSG00000136944
NHS	ENSG00000188158
MFRP	ENSG00000235718
TYROBP	ENSG00000011600
TPM3	ENSG00000143549
NEB	ENSG00000183091
ACTA1	ENSG00000143632
TNNT1	ENSG00000105048
KBTBD13	ENSG00000234438
CFL2	ENSG00000165410
INVS	ENSG00000119509
NPHP4	ENSG00000131697
GLIS2	ENSG00000126603
NPHS1	ENSG00000161270
NPHS2	ENSG00000116218
CCT5	ENSG00000150753
ELANE	ENSG00000197561
WAS	ENSG00000015285
CSF3R	ENSG00000119535
SMPD1	ENSG00000166311
NPC1	ENSG00000141458
RHO	ENSG00000163914
PDE6B	ENSG00000133256
NBN	ENSG00000104320
SOS1	ENSG00000115904
NDP	ENSG00000124479
FRMD7	ENSG00000165694
MC4R	ENSG00000166603
NR0B2	ENSG00000131910
SIM1	ENSG00000112246
GPR143	ENSG00000101850
HMX1	ENSG00000215612
GRK1	ENSG00000185974
AXIN2	ENSG00000168646
DCLRE1C	ENSG00000152457
MID1	ENSG00000101871
TMEM126A	ENSG00000171202
OPA1	ENSG00000198836
SOX2	ENSG00000181449
SUMO1	ENSG00000116030
PVRL1	ENSG00000110400
UMPS	ENSG00000114491
SLC6A2	ENSG00000103546
IFITM5	ENSG00000206013
CRTAP	ENSG00000170275
LEPRE1	ENSG00000117385
AMER1	ENSG00000184675
CLCN7	ENSG00000103249
CA2	ENSG00000104267
OSTM1	ENSG00000081087
EYA1	ENSG00000104313
KRT6A	ENSG00000205420
CDC73	ENSG00000134371
ALX4	ENSG00000052850
PINK1	ENSG00000158828
PIGA	ENSG00000165195
LBR	ENSG00000143815
PLP1	ENSG00000123560
DCXR	ENSG00000169738
PCK2	ENSG00000100889
AMH	ENSG00000104899
AMHR2	ENSG00000135409
STK11	ENSG00000118046
SHANK3	ENSG00000251322
PGK1	ENSG00000102144
PHKB	ENSG00000102893
PSAT1	ENSG00000135069
SNAI2	ENSG00000019549
LAMB2	ENSG00000172037
POU1F1	ENSG00000064835
PROP1	ENSG00000175325
LHX4	ENSG00000121454
DICER1	ENSG00000100697
USB1	ENSG00000103005
PKHD1	ENSG00000170927
PKD1	ENSG00000008710
SEC63	ENSG00000025796
PRKCSH	ENSG00000130175
GPR56	ENSG00000205336
BMPR1A	ENSG00000107779
SMAD4	ENSG00000141646
VRK1	ENSG00000100749
RARS2	ENSG00000146282
SART3	ENSG00000075856
PPOX	ENSG00000143224
SNRPN	ENSG00000128739
NDN	ENSG00000182636
KISS1R	ENSG00000116014
STOX1	ENSG00000165730
POF1B	ENSG00000124429
BMP15	ENSG00000130385
NOBOX	ENSG00000106410
FIGLA	ENSG00000183733
NR5A1	ENSG00000136931
DIAPH2	ENSG00000147202
POLG2	ENSG00000256525
RRM2B	ENSG00000048392
TRPM4	ENSG00000130529
FLVCR2	ENSG00000119686
CFP	ENSG00000126759
PCCA	ENSG00000175198
FECH	ENSG00000066926
HSD17B3	ENSG00000130948
SRD5A2	ENSG00000277893
ABCC6	ENSG00000091262
BMPR2	ENSG00000204217
MYD88	ENSG00000172936
PSTPIP1	ENSG00000140368
PC	ENSG00000173599
DLAT	ENSG00000150768
PDP1	ENSG00000164951
HOXA11	ENSG00000005073
FAM20C	ENSG00000177706
PRCC	ENSG00000143294
SLC5A2	ENSG00000140675
ATP6V1B1	ENSG00000116039
ATP6V0A4	ENSG00000105929
SLC4A4	ENSG00000080493
PQBP1	ENSG00000102103
AK2	ENSG00000004455
PDE6H	ENSG00000139053
KCNV2	ENSG00000168263
C1QTNF5	ENSG00000223953
OTX2	ENSG00000165588
RP1	ENSG00000104237
IMPDH1	ENSG00000106348
PRPF31	ENSG00000105618
PRPF8	ENSG00000174231
TULP1	ENSG00000112041
CA4	ENSG00000167434
PRPF3	ENSG00000117360
RP2	ENSG00000102218
EYS	ENSG00000188107
CERKL	ENSG00000188452
RPGR	ENSG00000156313
FSCN2	ENSG00000186765
TOPORS	ENSG00000197579
SNRNP200	ENSG00000144028
PRCD	ENSG00000214140
RP9	ENSG00000164610
LRAT	ENSG00000121207
AIPL1	ENSG00000129221
SPATA7	ENSG00000042317
FZD4	ENSG00000174804
RS1	ENSG00000102104
TINF2	ENSG00000092330
SMARCB1	ENSG00000099956
PEX7	ENSG00000112357
AGPS	ENSG00000018510
ESCO2	ENSG00000171320
SRPX2	ENSG00000102359
TWIST1	ENSG00000122691
SLC17A5	ENSG00000119899
SMARCAL1	ENSG00000138375
NAGA	ENSG00000198951
SLC35D1	ENSG00000116704
SOST	ENSG00000167941
ANO6	ENSG00000177119
RBBP8	ENSG00000101773
SCN2A	ENSG00000136531
BSND	ENSG00000162399
HESX1	ENSG00000163666
ADA	ENSG00000196839
NEK1	ENSG00000137601
ALDH3A2	ENSG00000072210
ZBTB16	ENSG00000109906
ARHGEF10	ENSG00000104728
TBX4	ENSG00000121075
KCNJ13	ENSG00000115474
SSTR5	ENSG00000162009
TIMP3	ENSG00000100234
SPG11	ENSG00000104133
RTN2	ENSG00000125744
ERLIN2	ENSG00000147475
DDHD1	ENSG00000100523
REEP1	ENSG00000068615
ZFYVE27	ENSG00000155256
PNPLA6	ENSG00000032444
ATL1	ENSG00000198513
SPAST	ENSG00000021574
SLC33A1	ENSG00000169359
CYP7B1	ENSG00000172817
NIPA1	ENSG00000170113
CEBPE	ENSG00000092067
CATSPER1	ENSG00000175294
USP9Y	ENSG00000114374
EPB42	ENSG00000166947
SMN1	ENSG00000172062
PLEKHG5	ENSG00000171680
UBA1	ENSG00000130985
ATXN10	ENSG00000130638
PRKCG	ENSG00000126583
TBP	ENSG00000112592
PDYN	ENSG00000101327
AFG3L2	ENSG00000141385
BEAN1	ENSG00000166546
ZNF592	ENSG00000166716
TDP1	ENSG00000042088
ATP2B3	ENSG00000067842
WNT10B	ENSG00000169884
NKX3-2	ENSG00000109705
WISP3	ENSG00000112761
TRAPPC2	ENSG00000196459
TNFRSF10B	ENSG00000120889
ING1	ENSG00000153487
FAM58A	ENSG00000262919
ELOVL4	ENSG00000118402
SHROOM4	ENSG00000158352
NUP62	ENSG00000213024
LIFR	ENSG00000113594
OXCT1	ENSG00000083720
SI	ENSG00000090402
TSPYL1	ENSG00000189241
SFTPB	ENSG00000168878
SFTPC	ENSG00000168484
ABCA3	ENSG00000167972
CSF2RA	ENSG00000198223
NOG	ENSG00000183691
FBLN1	ENSG00000077942
FOXN1	ENSG00000109101
RBM10	ENSG00000182872
ENG	ENSG00000106991
ACVRL1	ENSG00000139567
GATA6	ENSG00000141448
JAG1	ENSG00000101384
GDF1	ENSG00000130283
SLC19A3	ENSG00000135917
RBM8A	ENSG00000265241
SERPINC1	ENSG00000117601
DUOX2	ENSG00000140279
MINPP1	ENSG00000107789
PCM1	ENSG00000078674
TRIM24	ENSG00000122779
TRIM33	ENSG00000197323
GOLGA5	ENSG00000066455
SLC5A5	ENSG00000105641
TG	ENSG00000042832
IYD	ENSG00000009765
DUOXA2	ENSG00000140274
SECISBP2	ENSG00000187742
CCDC6	ENSG00000108091
MITF	ENSG00000187098
C1GALT1C1	ENSG00000171155
SLITRK1	ENSG00000178235
TALDO1	ENSG00000177156
MED13L	ENSG00000123066
POLR1C	ENSG00000171453
TRPS1	ENSG00000104447
FMO3	ENSG00000007933
SPG20	ENSG00000133104
GALNT3	ENSG00000115339
RHBDF2	ENSG00000129667
ECM1	ENSG00000143369
UROC1	ENSG00000159650
HPSE2	ENSG00000172987
UPK3A	ENSG00000100373
USH1C	ENSG00000006611
USH1G	ENSG00000182040
USH2A	ENSG00000042781
GPR98	ENSG00000164199
TEK	ENSG00000120156
DPP6	ENSG00000130226
LOR	ENSG00000203782
VCAN	ENSG00000038427
EZH2	ENSG00000106462
TIA1	ENSG00000116001
WRN	ENSG00000165392
KRT13	ENSG00000171401
KRT4	ENSG00000170477
ZC4H2	ENSG00000126970
HDAC8	ENSG00000147099
DCAF17	ENSG00000115827
XDH	ENSG00000158125
XPA	ENSG00000136936
XPC	ENSG00000154767
ERCC5	ENSG00000134899
ERCC4	ENSG00000175595
POLH	ENSG00000170734
